id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
484,Vihaan Mishra,2024-A-98652006B,86,60,60,98,70,423,"{Maths:0.52,SESD:0.6,AIML:0.75,FSD:0.92,DVA:0.74}","{Maths:10.9,SESD:7.3,AIML:11.4,FSD:6.9,DVA:10.0}"
485,Ishaan Singh,2024-C-30912006B,91,91,79,47,75,406,"{Maths:0.62,SESD:0.71,AIML:0.75,FSD:0.53,DVA:0.87}","{Maths:7.1,SESD:16.1,AIML:17.5,FSD:9.8,DVA:5.7}"
486,Pari Gupta,2024-C-28312006B,,53,59,87,53,276,"{Maths:0.57,SESD:0.76,AIML:0.67,FSD:0.64,DVA:0.75}","{Maths:13.1,SESD:12.3,AIML:6.5,FSD:8.8,DVA:9.9}"
487,Diya Gupta,2024-B-44422006B,57,62,48,48,49,307,"{Maths:0.54,SESD:0.5,AIML:0.6,FSD:0.71,DVA:0.95}","{Maths:16.8,SESD:17.1,AIML:7.6,FSD:12.5,DVA:17.4}"
488,Myra Verma,2024-C-67822006B,84,173,196,72,50,209,"{Maths:0.62,SESD:0.6,AIML:0.75,FSD:0.57,DVA:0.52}","{Maths:10.6,SESD:11.4,AIML:8.8,FSD:10.5,DVA:10.7}"
489,Ayaan Nair,2024-C-28992006B,51,51,77,94,87,405,,"{Maths:11.3,SESD:15.2,AIML:14.8,FSD:5.6,DVA:20.0}"
490,Arjun Mishra,2024A10042006B,58,81,57,44,97,375,"{Maths:0.89,SESD:0.54,AIML:0.97,FSD:0.56,DVA:0.77}","{Maths:14.2,SESD:5.1,AIML:5.5,FSD:7.3,DVA:6.2}"
491,Sai Nair,2024-B-59992006B,68,67,73,84,51,364,"{Maths:0.98,SESD:0.67,AIML:0.91,FSD:0.67,DVA:0.78}","{Maths:7.1,SESD:10.0,AIML:9.1,FSD:13.9,DVA:9.1}"
492,Anvi Singh,2024B10042006B,48,68,45,44,75,315,"{Maths:0.78,SESD:0.8,AIML:0.65,FSD:0.57,DVA:0.68}","{Maths:11.7,SESD:11.0,AIML:5.0,FSD:17.4,DVA:6.5}"
493,Ira Kumar,2024-A-92222006B,57,63,73,79,41,350,"{Maths:0.56,SESD:0.92,AIML:0.68,FSD:0.63,DVA:0.96}","{Maths:16.5,SESD:10.4,AIML:9.4,FSD:16.2,DVA:15.4}"
494,Vivaan Kumar,2024-C-35812006B,66,95,83,71,78,405,"{Maths:0.8,SESD:0.71,AIML:0.83,FSD:0.5,DVA:0.58}","{Maths:12.5,SESD:9.6,AIML:10.2,FSD:16.6,DVA:18.9}"
495,Reyansh Kumar,2024-B-67042006B,84,,63,67,66,289,"{Maths:0.56,SESD:0.56,AIML:0.56,FSD:0.82,DVA:0.56}","{Maths:15.9,SESD:5.6,AIML:18.5,FSD:17.2,DVA:6.0}"
496,Anvi Verma,2024C10042006B,75,47,93,59,186,280,"{Maths:0.97,SESD:0.62,AIML:0.71,FSD:0.51,DVA:0.97}","{Maths:8.8,SESD:17.7,AIML:11.5,FSD:8.8,DVA:13.8}"
497,Saanvi Mishra,2024-B-82172006B,77,79,51,-16,41,285,"{Maths:0.57,SESD:0.56,AIML:0.55,FSD:0.67,DVA:0.97}","{Maths:15.4,SESD:16.5,AIML:14.5,FSD:12.8,DVA:18.1}"
498,Myra Mishra,2024-C-57272006B,59,83,80,64,53,345,"{Maths:0.57,SESD:0.93,AIML:0.94,FSD:0.66,DVA:0.88}","{Maths:10.3,SESD:8.1,AIML:13.4,FSD:19.6,DVA:10.3}"
499,Sai Nair,2024C10042006B,46,73,98,75,81,389,"{Maths:0.65,SESD:0.86,AIML:0.85,FSD:0.92,DVA:0.89}","{Maths:9.3,SESD:7.5,AIML:12.7,FSD:17.3,DVA:13.5}"
500,Aadhya Nair,2024-B-27082006B,59,187,96,,45,212,,"{Maths:10.0,SESD:16.6,AIML:17.1,FSD:9.8,DVA:12.1}"
501,Aadhya Verma,2024-B-68062006B,55,86,52,95,55,355,"{Maths:0.62,SESD:0.93,AIML:0.94,FSD:0.95,DVA:0.83}","{Maths:13.4,SESD:10.5,AIML:12.6,FSD:15.9,DVA:15.2}"
502,Sai Patel,2024-A-61952006B,45,75,90,73,59,374,"{Maths:0.68,SESD:0.7,AIML:0.63,FSD:0.8,DVA:0.6}","{Maths:14.5,SESD:18.8,AIML:11.5,FSD:9.0,DVA:15.3}"
503,Ananya Verma,2024-A-84052006B,66,53,99,55,66,357,"{Maths:0.81,SESD:0.94,AIML:0.8,FSD:0.77,DVA:0.79}","{Maths:5.2,SESD:18.8,AIML:16.8,FSD:13.6,DVA:10.2}"
504,Anvi Verma,2024-C-47752006B,59,-17,81,60,84,317,"{Maths:0.86,SESD:0.86,AIML:0.87,FSD:0.87,DVA:0.67}",
505,Saanvi Nair,2024-B-44002006B,78,66,46,95,91,376,"{Maths:0.71,SESD:0.53,AIML:0.93,FSD:0.82,DVA:0.59}","{Maths:17.6,SESD:5.3,AIML:8.8,FSD:10.5,DVA:16.3}"
506,Krishna Verma,2024-C-83252006B,49,78,49,44,92,325,"{Maths:0.74,SESD:0.78,AIML:0.51,FSD:0.96,DVA:0.71}","{Maths:12.2,SESD:16.4,AIML:8.0,FSD:9.6,DVA:15.0}"
507,Aarav Kumar,2024-C-15052006B,51,78,,67,75,296,"{Maths:0.99,SESD:0.52,AIML:0.85,FSD:0.98,DVA:0.75}","{Maths:5.1,SESD:10.9,AIML:16.8,FSD:7.3,DVA:14.0}"
508,Aarav Verma,2024-B-97092006B,67,83,77,59,90,415,"{Maths:0.72,SESD:0.96,AIML:0.53,FSD:0.98,DVA:0.67}","{Maths:17.6,SESD:6.0,AIML:16.6,FSD:6.9,DVA:8.7}"
509,Vivaan Sharma,2024-B-27182006B,52,96,58,86,98,412,"{Maths:0.55,SESD:0.78,AIML:0.84,FSD:0.52,DVA:0.58}","{Maths:19.6,SESD:9.7,AIML:6.7,FSD:9.9,DVA:5.2}"
510,Prisha Nair,2024-C-21272006B,84,69,78,54,88,379,"{Maths:0.68,SESD:0.62,AIML:0.77,FSD:0.65,DVA:0.6}","{Maths:10.2,SESD:17.4,AIML:12.1,FSD:17.8,DVA:7.8}"
511,Anvi Gupta,2024-C-90572006B,82,64,84,,87,349,"{Maths:0.73,SESD:0.66,AIML:0.82,FSD:0.89,DVA:0.72}","{Maths:17.6,SESD:12.9,AIML:8.5,FSD:10.0,DVA:6.3}"
512,Anvi Gupta,2024-C-34752006B,51,48,76,84,64,331,"{Maths:0.79,SESD:0.82,AIML:0.58,FSD:0.62,DVA:0.51}","{Maths:11.1,SESD:8.3,AIML:6.7,FSD:10.8,DVA:19.9}"
513,Krishna Mishra,2024-C-57482006B,89,76,61,98,76,435,"{Maths:0.87,SESD:0.61,AIML:0.76,FSD:0.72,DVA:0.67}","{Maths:6.2,SESD:14.5,AIML:11.6,FSD:18.8,DVA:7.4}"
514,Ayaan Mishra,2024-C-28522006B,50,56,98,92,49,361,"{Maths:0.89,SESD:0.54,AIML:0.72,FSD:0.59,DVA:0.54}","{Maths:9.2,SESD:9.2,AIML:17.4,FSD:14.6,DVA:16.2}"
515,Arjun Gupta,2024C10042006B,58,78,63,88,76,386,"{Maths:0.9,SESD:0.87,AIML:0.66,FSD:0.59,DVA:0.97}","{Maths:10.9,SESD:8.3,AIML:12.5,FSD:6.9,DVA:19.9}"
516,Aadhya Verma,2024-B-93582006B,78,77,-16,94,57,323,"{Maths:0.8,SESD:0.71,AIML:0.56,FSD:0.58,DVA:0.64}","{Maths:7.8,SESD:14.9,AIML:19.0,FSD:6.6,DVA:13.2}"
517,Vivaan Mishra,2024-A-65212006B,78,74,77,42,87,396,"{Maths:0.91,SESD:0.55,AIML:0.61,FSD:0.57,DVA:0.97}","{Maths:13.5,SESD:16.7,AIML:11.5,FSD:17.1,DVA:5.9}"
518,Myra Gupta,2024-A-15572006B,85,99,91,45,71,395,"{Maths:0.58,SESD:1.0,AIML:0.77,FSD:0.76,DVA:0.79}","{Maths:8.0,SESD:15.3,AIML:17.4,FSD:13.3,DVA:10.5}"
519,Riya Reddy,2024-A-11002006B,63,67,44,70,,272,"{Maths:0.85,SESD:1.0,AIML:0.6,FSD:0.98,DVA:0.57}","{Maths:6.0,SESD:5.7,AIML:13.2,FSD:17.5,DVA:19.3}"
520,Ayaan Kapoor,2024-A-33562006B,62,47,77,52,64,315,"{Maths:0.6,SESD:0.84,AIML:0.88,FSD:0.68,DVA:0.69}","{Maths:12.7,SESD:16.6,AIML:13.6,FSD:6.0,DVA:20.0}"
521,Reyansh Kapoor,2024-C-27492006B,55,69,71,84,67,394,"{Maths:0.87,SESD:0.9,AIML:0.72,FSD:0.59,DVA:0.77}","{Maths:11.8,SESD:19.4,AIML:17.6,FSD:8.8,DVA:9.8}"
522,Aadhya Verma,2024-C-50762006B,96,95,69,83,61,430,"{Maths:0.7,SESD:0.79,AIML:0.67,FSD:0.88,DVA:0.74}","{Maths:11.6,SESD:13.3,AIML:7.0,FSD:9.7,DVA:15.6}"
523,Saanvi Gupta,2024-A-38692006B,44,93,,73,41,301,"{Maths:0.66,SESD:0.8,AIML:0.98,FSD:0.82,DVA:0.98}","{Maths:5.2,SESD:19.8,AIML:14.9,FSD:12.1,DVA:8.2}"
524,Anvi Kumar,2024-C-96422006B,96,91,83,68,77,417,"{Maths:0.9,SESD:0.84,AIML:0.99,FSD:0.78,DVA:0.88}","{Maths:5.3,SESD:8.9,AIML:17.8,FSD:18.0,DVA:9.8}"
525,Diya Kumar,2024-A-43512006B,74,98,69,77,95,459,"{Maths:0.92,SESD:0.51,AIML:0.76,FSD:0.75,DVA:0.56}","{Maths:17.9,SESD:17.2,AIML:5.3,FSD:16.9,DVA:19.4}"
526,Pari Kapoor,2024-A-68282006B,78,83,,85,92,381,"{Maths:0.74,SESD:0.68,AIML:0.7,FSD:0.66,DVA:0.71}","{Maths:14.8,SESD:5.5,AIML:16.7,FSD:8.6,DVA:14.7}"
527,Ayaan Kapoor,2024-A-17912006B,59,51,93,65,56,346,"{Maths:0.65,SESD:0.77,AIML:0.68,FSD:0.75,DVA:0.97}","{Maths:18.8,SESD:5.4,AIML:17.5,FSD:9.1,DVA:19.7}"
528,Ira Singh,2024-A-38912006B,84,54,74,94,53,393,"{Maths:0.72,SESD:0.88,AIML:0.76,FSD:0.82,DVA:0.53}","{Maths:16.3,SESD:16.5,AIML:17.6,FSD:7.3,DVA:18.1}"
529,Aarav Kumar,2024-B-59712006B,43,92,62,45,98,349,"{Maths:0.85,SESD:0.54,AIML:0.85,FSD:0.57,DVA:0.96}","{Maths:16.6,SESD:6.6,AIML:19.0,FSD:10.8,DVA:18.7}"
530,Riya Reddy,2024-A-39612006B,157,95,57,87,70,322,"{Maths:0.92,SESD:0.54,AIML:0.61,FSD:0.99,DVA:0.84}","{Maths:10.5,SESD:13.9,AIML:7.6,FSD:10.5,DVA:19.2}"
531,Riya Sharma,2024-A-67262006B,90,77,172,96,41,307,"{Maths:0.92,SESD:0.73,AIML:0.8,FSD:0.61,DVA:0.54}","{Maths:8.3,SESD:11.7,AIML:6.5,FSD:12.6,DVA:17.6}"
532,Aarav Singh,2024-C-99272006B,44,59,86,76,42,320,"{Maths:0.88,SESD:0.96,AIML:0.53,FSD:0.66,DVA:0.99}",
533,Aarav Verma,2024-C-77872006B,71,99,77,59,66,387,"{Maths:0.91,SESD:0.97,AIML:0.83,FSD:0.79,DVA:0.53}","{Maths:7.7,SESD:5.9,AIML:13.2,FSD:17.1,DVA:10.9}"
534,Pari Kumar,2024-B-26512006B,-12,85,56,85,70,346,"{Maths:0.54,SESD:0.96,AIML:0.77,FSD:0.99,DVA:0.73}","{Maths:5.8,SESD:10.7,AIML:18.2,FSD:11.0,DVA:9.9}"
535,Vivaan Kumar,2024-A-49322006B,55,60,95,96,92,446,"{Maths:0.94,SESD:0.85,AIML:0.96,FSD:0.64,DVA:0.7}","{Maths:8.6,SESD:12.4,AIML:6.0,FSD:5.2,DVA:16.9}"
536,Pari Verma,2024-B-11332006B,62,78,54,56,87,350,"{Maths:0.73,SESD:0.65,AIML:0.98,FSD:0.94,DVA:0.51}","{Maths:6.4,SESD:14.2,AIML:8.1,FSD:15.8,DVA:11.5}"
537,Saanvi Singh,2024-A-78782006B,,,63,52,68,209,"{Maths:0.69,SESD:0.9,AIML:0.84,FSD:0.51,DVA:0.89}","{Maths:19.5,SESD:19.8,AIML:19.6,FSD:16.6,DVA:18.4}"
538,Aditya Nair,2024-C-93972006B,81,77,70,-19,52,309,"{Maths:0.52,SESD:0.77,AIML:0.65,FSD:0.92,DVA:0.9}","{Maths:7.3,SESD:13.4,AIML:18.7,FSD:16.7,DVA:15.4}"
539,Prisha Singh,2024-B-43232006B,90,59,45,46,75,351,"{Maths:0.72,SESD:0.76,AIML:0.9,FSD:0.51,DVA:0.65}","{Maths:8.5,SESD:5.3,AIML:19.1,FSD:5.9,DVA:19.7}"
540,Ananya Mishra,2024-B-41822006B,159,54,69,60,46,253,"{Maths:0.53,SESD:0.96,AIML:0.69,FSD:0.83,DVA:0.55}","{Maths:6.0,SESD:19.7,AIML:13.3,FSD:8.8,DVA:10.9}"
541,Krishna Gupta,2024-A-88902006B,69,71,90,43,78,360,"{Maths:0.58,SESD:0.92,AIML:0.82,FSD:0.65,DVA:0.84}","{Maths:19.3,SESD:16.3,AIML:13.5,FSD:6.8,DVA:9.0}"
542,Krishna Sharma,2024-B-30092006B,47,76,81,99,42,387,"{Maths:0.88,SESD:0.59,AIML:0.94,FSD:0.51,DVA:0.82}","{Maths:12.8,SESD:5.2,AIML:14.2,FSD:18.4,DVA:8.8}"
543,Ira Mishra,2024-A-33442006B,55,54,55,48,49,277,"{Maths:0.75,SESD:0.74,AIML:0.68,FSD:0.56,DVA:0.85}","{Maths:15.0,SESD:18.3,AIML:13.6,FSD:18.8,DVA:9.1}"
544,Ayaan Sharma,2024-B-23902006B,60,41,74,80,99,371,"{Maths:1.0,SESD:0.62,AIML:0.56,FSD:0.71,DVA:0.96}","{Maths:7.7,SESD:19.5,AIML:11.7,FSD:10.6,DVA:18.9}"
545,Saanvi Verma,2024-C-60422006B,53,62,48,44,71,297,"{Maths:0.97,SESD:0.71,AIML:0.5,FSD:0.61,DVA:0.83}","{Maths:14.9,SESD:10.6,AIML:12.1,FSD:12.5,DVA:10.1}"
546,Aadhya Kumar,2024A10042006B,48,85,55,47,60,320,"{Maths:0.64,SESD:0.91,AIML:0.74,FSD:0.86,DVA:0.98}","{Maths:11.1,SESD:16.4,AIML:14.0,FSD:19.6,DVA:19.3}"
547,Aadhya Mishra,2024-A-44582006B,87,73,92,81,50,391,"{Maths:0.93,SESD:0.85,AIML:0.55,FSD:0.89,DVA:0.86}",
548,Aadhya Sharma,2024-C-37212006B,98,87,185,74,46,350,"{Maths:0.77,SESD:0.54,AIML:0.83,FSD:0.89,DVA:0.78}","{Maths:12.0,SESD:15.3,AIML:11.7,FSD:17.9,DVA:16.0}"
549,Ayaan Verma,2024C10042006B,53,67,62,43,93,335,"{Maths:0.86,SESD:0.7,AIML:0.73,FSD:0.52,DVA:0.78}","{Maths:11.8,SESD:13.4,AIML:16.4,FSD:12.9,DVA:8.7}"
550,Ira Nair,2024-A-75782006B,57,96,48,73,42,346,"{Maths:0.78,SESD:0.52,AIML:0.79,FSD:0.87,DVA:0.91}","{Maths:18.2,SESD:8.8,AIML:10.4,FSD:14.9,DVA:11.3}"
551,Krishna Verma,2024-B-51842006B,81,49,66,49,42,295,"{Maths:0.99,SESD:0.72,AIML:0.97,FSD:0.85,DVA:0.72}","{Maths:13.4,SESD:6.7,AIML:11.7,FSD:13.5,DVA:5.7}"
552,Vihaan Singh,2024-A-96022006B,76,84,79,95,68,424,"{Maths:0.97,SESD:0.59,AIML:0.78,FSD:0.85,DVA:0.63}",
553,Arjun Mishra,2024-C-41292006B,45,44,60,85,71,318,"{Maths:0.95,SESD:0.64,AIML:0.72,FSD:0.75,DVA:0.54}","{Maths:9.4,SESD:9.5,AIML:17.6,FSD:8.4,DVA:15.1}"
554,Ira Singh,2024-C-34882006B,89,94,49,98,73,405,"{Maths:0.69,SESD:0.51,AIML:0.58,FSD:0.67,DVA:0.92}",
555,Saanvi Reddy,2024-B-29152006B,40,85,60,63,41,,"{Maths:0.57,SESD:0.85,AIML:0.57,FSD:0.84,DVA:0.72}","{Maths:10.9,SESD:15.4,AIML:15.5,FSD:10.1,DVA:17.3}"
556,Krishna Reddy,2024-A-62812006B,91,68,53,73,41,343,"{Maths:0.7,SESD:0.96,AIML:0.84,FSD:0.86,DVA:0.64}","{Maths:12.9,SESD:7.3,AIML:18.4,FSD:5.8,DVA:18.3}"
557,Krishna Gupta,2024-C-62092006B,97,78,42,52,45,345,"{Maths:0.87,SESD:0.8,AIML:0.68,FSD:0.55,DVA:0.89}","{Maths:6.2,SESD:5.4,AIML:10.3,FSD:11.0,DVA:12.5}"
558,Diya Singh,2024-C-34012006B,53,49,72,58,91,341,"{Maths:0.63,SESD:0.68,AIML:0.97,FSD:0.62,DVA:0.77}","{Maths:9.8,SESD:11.7,AIML:10.1,FSD:6.0,DVA:9.6}"
559,Saanvi Reddy,2024-C-14482006B,47,53,45,85,,245,"{Maths:0.75,SESD:0.79,AIML:1.0,FSD:0.74,DVA:0.66}","{Maths:8.7,SESD:11.8,AIML:11.1,FSD:18.9,DVA:14.4}"
560,Prisha Mishra,2024-C-71862006B,47,57,82,59,53,323,"{Maths:0.53,SESD:0.94,AIML:0.94,FSD:0.57,DVA:0.69}","{Maths:9.1,SESD:18.9,AIML:6.4,FSD:10.5,DVA:9.5}"
561,Arjun Verma,2024-A-40692006B,44,59,77,91,55,334,"{Maths:0.86,SESD:0.77,AIML:0.79,FSD:0.87,DVA:0.81}","{Maths:10.4,SESD:10.4,AIML:9.2,FSD:17.2,DVA:11.4}"
562,Sai Verma,2024-C-64652006B,53,91,40,60,44,316,"{Maths:0.67,SESD:0.84,AIML:0.9,FSD:0.72,DVA:0.64}","{Maths:9.4,SESD:5.3,AIML:7.3,FSD:10.9,DVA:16.9}"
563,Aditya Sharma,2024-C-37532006B,99,90,74,62,69,,"{Maths:0.78,SESD:0.93,AIML:0.89,FSD:0.57,DVA:0.61}","{Maths:8.2,SESD:7.0,AIML:19.1,FSD:6.4,DVA:9.2}"
564,Anvi Kapoor,2024-C-17442006B,45,79,65,69,48,352,"{Maths:0.74,SESD:0.93,AIML:0.71,FSD:0.69,DVA:0.7}","{Maths:10.6,SESD:6.6,AIML:10.2,FSD:11.3,DVA:7.0}"
565,Diya Nair,2024-A-72232006B,92,42,68,60,61,373,"{Maths:0.63,SESD:0.87,AIML:0.94,FSD:0.72,DVA:0.58}","{Maths:16.0,SESD:7.1,AIML:5.8,FSD:13.4,DVA:8.9}"
566,Reyansh Reddy,2024-A-50492006B,43,98,48,65,92,394,"{Maths:0.63,SESD:0.89,AIML:0.71,FSD:0.84,DVA:0.79}","{Maths:13.1,SESD:19.2,AIML:6.8,FSD:11.8,DVA:13.4}"
567,Reyansh Verma,2024-B-54882006B,56,59,55,83,52,330,"{Maths:0.54,SESD:1.0,AIML:0.81,FSD:0.95,DVA:0.62}","{Maths:17.6,SESD:16.9,AIML:13.8,FSD:13.5,DVA:8.0}"
568,Vivaan Kapoor,2024B10042006B,44,82,42,70,77,318,"{Maths:0.55,SESD:0.84,AIML:0.97,FSD:0.76,DVA:0.55}","{Maths:19.7,SESD:11.4,AIML:11.4,FSD:12.3,DVA:6.2}"
569,Reyansh Patel,2024B10042006B,97,44,95,41,46,347,"{Maths:0.69,SESD:0.97,AIML:0.74,FSD:0.55,DVA:0.89}","{Maths:9.1,SESD:13.1,AIML:8.6,FSD:9.5,DVA:18.8}"
570,Ayaan Kapoor,2024-C-40942006B,61,97,61,73,42,355,"{Maths:0.89,SESD:0.85,AIML:0.6,FSD:0.79,DVA:0.64}","{Maths:19.6,SESD:6.2,AIML:12.5,FSD:19.2,DVA:8.7}"
571,Myra Reddy,2024-A-32782006B,45,176,61,58,70,238,"{Maths:0.55,SESD:0.62,AIML:0.72,FSD:0.72,DVA:0.66}","{Maths:18.6,SESD:18.3,AIML:8.7,FSD:19.3,DVA:6.3}"
572,Ayaan Reddy,2024-B-40532006B,77,68,47,71,81,361,"{Maths:0.8,SESD:0.96,AIML:0.51,FSD:0.93,DVA:0.9}","{Maths:5.3,SESD:18.3,AIML:13.3,FSD:9.9,DVA:15.2}"
573,Saanvi Sharma,2024-C-17272006B,75,85,87,62,58,411,"{Maths:0.94,SESD:0.75,AIML:0.73,FSD:0.98,DVA:0.77}","{Maths:12.7,SESD:15.3,AIML:17.6,FSD:11.5,DVA:17.9}"
574,Ira Nair,2024-A-19632006B,84,48,91,74,57,385,"{Maths:0.91,SESD:0.87,AIML:0.92,FSD:0.94,DVA:0.67}","{Maths:6.7,SESD:14.6,AIML:11.0,FSD:19.4,DVA:15.8}"
575,Prisha Singh,2024-C-78672006B,82,43,41,,77,265,,"{Maths:19.0,SESD:15.1,AIML:6.4,FSD:14.3,DVA:16.9}"
576,Ira Sharma,2024-C-14972006B,91,65,78,48,75,373,"{Maths:0.55,SESD:0.8,AIML:0.54,FSD:0.96,DVA:0.91}","{Maths:5.7,SESD:9.1,AIML:5.4,FSD:10.9,DVA:19.2}"
577,Aarav Mishra,2024-A-64292006B,60,99,57,83,58,397,"{Maths:0.96,SESD:0.87,AIML:0.78,FSD:0.78,DVA:0.62}",
578,Vihaan Singh,2024-A-17332006B,84,48,58,99,90,406,"{Maths:0.56,SESD:0.92,AIML:0.87,FSD:0.79,DVA:0.64}","{Maths:13.0,SESD:18.5,AIML:19.9,FSD:7.2,DVA:8.6}"
579,Aarav Kapoor,2024B10042006B,68,-8,74,57,75,281,"{Maths:0.94,SESD:0.66,AIML:0.66,FSD:0.53,DVA:0.97}","{Maths:13.1,SESD:17.7,AIML:5.3,FSD:7.5,DVA:5.2}"
580,Ayaan Kapoor,2024-C-80862006B,93,71,93,59,64,425,"{Maths:0.99,SESD:0.83,AIML:0.61,FSD:0.7,DVA:0.57}","{Maths:12.0,SESD:17.3,AIML:11.7,FSD:10.5,DVA:12.9}"
581,Prisha Kumar,2024-B-18072006B,173,56,40,90,88,317,"{Maths:0.86,SESD:0.53,AIML:0.56,FSD:0.95,DVA:0.96}","{Maths:9.3,SESD:16.0,AIML:7.2,FSD:19.9,DVA:15.0}"
582,Riya Singh,2024-B-19502006B,90,47,62,51,85,355,"{Maths:0.81,SESD:0.89,AIML:0.82,FSD:0.63,DVA:0.64}","{Maths:14.4,SESD:6.0,AIML:12.0,FSD:18.7,DVA:13.2}"
583,Vivaan Sharma,2024-B-89962006B,58,93,98,98,50,412,"{Maths:0.59,SESD:0.78,AIML:0.78,FSD:0.99,DVA:0.97}","{Maths:8.8,SESD:14.1,AIML:18.7,FSD:8.2,DVA:15.4}"
584,Aditya Verma,2024-C-58542006B,45,54,73,60,82,322,"{Maths:0.89,SESD:0.58,AIML:0.98,FSD:0.77,DVA:0.74}","{Maths:10.1,SESD:10.0,AIML:11.6,FSD:16.6,DVA:17.8}"
585,Vivaan Singh,2024-A-94252006B,54,88,83,43,82,366,"{Maths:0.85,SESD:0.97,AIML:0.76,FSD:0.67,DVA:0.54}","{Maths:10.8,SESD:7.8,AIML:8.6,FSD:17.0,DVA:7.1}"
586,Ishaan Singh,2024-C-57882006B,84,86,63,65,57,404,"{Maths:1.0,SESD:0.66,AIML:0.56,FSD:0.69,DVA:0.57}","{Maths:16.5,SESD:7.4,AIML:15.2,FSD:13.5,DVA:8.4}"
587,Ananya Reddy,2024-C-52482006B,98,80,55,81,97,426,"{Maths:0.81,SESD:0.94,AIML:0.89,FSD:0.89,DVA:0.54}","{Maths:15.5,SESD:17.9,AIML:10.1,FSD:16.1,DVA:5.1}"
588,Vihaan Kumar,2024-B-87292006B,69,62,84,44,72,372,"{Maths:0.68,SESD:0.75,AIML:0.65,FSD:0.8,DVA:0.57}","{Maths:9.4,SESD:14.9,AIML:16.5,FSD:8.7,DVA:6.0}"
589,Krishna Kapoor,2024-C-78042006B,46,82,,72,46,293,"{Maths:0.54,SESD:0.55,AIML:0.73,FSD:0.75,DVA:0.95}","{Maths:14.6,SESD:16.7,AIML:8.4,FSD:6.0,DVA:12.8}"
590,Ira Mishra,2024-C-67192006B,,49,64,63,96,296,"{Maths:0.62,SESD:0.77,AIML:0.59,FSD:0.95,DVA:0.93}","{Maths:8.0,SESD:17.6,AIML:14.1,FSD:10.2,DVA:6.2}"
591,Aarav Reddy,2024-B-98582006B,90,54,43,65,63,322,"{Maths:0.62,SESD:0.6,AIML:0.82,FSD:0.6,DVA:0.85}","{Maths:10.1,SESD:9.7,AIML:19.7,FSD:9.5,DVA:12.3}"
592,Riya Mishra,2024-B-17812006B,54,84,53,86,48,346,"{Maths:0.52,SESD:0.74,AIML:0.79,FSD:0.83,DVA:0.79}","{Maths:16.7,SESD:5.4,AIML:8.6,FSD:12.8,DVA:16.2}"
593,Aarav Verma,2024-A-76782006B,78,63,77,93,44,368,"{Maths:0.67,SESD:0.9,AIML:0.64,FSD:0.53,DVA:0.74}","{Maths:9.9,SESD:15.0,AIML:9.3,FSD:8.2,DVA:15.6}"
594,Vivaan Verma,2024-B-97372006B,83,89,99,74,86,451,"{Maths:0.97,SESD:0.66,AIML:0.77,FSD:0.78,DVA:0.77}","{Maths:19.1,SESD:5.2,AIML:8.2,FSD:16.8,DVA:11.2}"
595,Ishaan Reddy,2024C10042006B,85,44,48,88,86,396,"{Maths:0.71,SESD:0.94,AIML:0.57,FSD:0.91,DVA:0.81}","{Maths:18.0,SESD:17.0,AIML:6.5,FSD:9.6,DVA:13.1}"
596,Vivaan Kapoor,2024-A-82602006B,43,54,82,98,90,389,"{Maths:0.65,SESD:0.77,AIML:0.5,FSD:0.68,DVA:0.63}","{Maths:16.1,SESD:8.3,AIML:11.9,FSD:18.8,DVA:12.3}"
597,Vivaan Gupta,2024-B-33352006B,69,187,98,99,90,366,"{Maths:0.63,SESD:0.6,AIML:0.93,FSD:0.55,DVA:0.59}","{Maths:5.9,SESD:14.6,AIML:8.1,FSD:7.9,DVA:6.3}"
598,Ishaan Kumar,2024-C-66892006B,66,173,71,56,92,325,"{Maths:0.98,SESD:0.97,AIML:0.9,FSD:0.91,DVA:0.77}","{Maths:17.6,SESD:5.9,AIML:6.7,FSD:19.4,DVA:8.6}"
599,Aarav Verma,2024-C-57512006B,77,53,99,41,99,414,"{Maths:0.74,SESD:0.72,AIML:0.92,FSD:0.81,DVA:0.85}","{Maths:17.8,SESD:17.2,AIML:10.3,FSD:19.7,DVA:5.3}"
600,Ishaan Kapoor,2024-A-76082006B,97,50,41,97,158,286,"{Maths:0.79,SESD:0.61,AIML:0.84,FSD:0.83,DVA:0.62}","{Maths:16.9,SESD:17.8,AIML:7.0,FSD:12.3,DVA:11.6}"
601,Krishna Reddy,2024-B-96472006B,72,42,83,71,93,375,"{Maths:0.95,SESD:0.79,AIML:0.84,FSD:0.87,DVA:0.98}","{Maths:16.5,SESD:6.8,AIML:10.0,FSD:19.7,DVA:6.6}"
602,Anvi Mishra,2024-A-77982006B,40,76,47,96,58,337,"{Maths:0.91,SESD:0.96,AIML:0.87,FSD:0.92,DVA:0.54}","{Maths:19.3,SESD:6.9,AIML:9.0,FSD:11.7,DVA:7.9}"
603,Sai Singh,2024-B-44222006B,94,69,63,47,59,343,"{Maths:0.84,SESD:0.55,AIML:0.73,FSD:0.84,DVA:0.67}","{Maths:11.7,SESD:15.1,AIML:16.0,FSD:12.8,DVA:6.3}"
